,32,33,34,35,36,51,52,53,54,55,56,57,58,59,84,85,86,87,88,89,90
1129485608,4.0,0.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0
1128365720,4.0,0.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0
1130262184,4.0,0.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,6.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0
1105361160,1.0,0.0,2.0,2.0,4.0,1.0,4.0,2.0,4.0,3.0,2.0,1.0,4.0,3.0,0.0,3.0,4.0,3.0,4.0,3.0,2.0
1124832752,4.0,0.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0
1124748296,4.0,0.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0
1124748048,4.0,0.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0
1132846800,4.0,0.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0
1123885072,4.0,0.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0
1124747688,4.0,0.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0
1105360056,1.0,0.0,2.0,2.0,4.0,1.0,4.0,2.0,4.0,3.0,2.0,1.0,4.0,3.0,0.0,3.0,4.0,3.0,4.0,3.0,2.0
1132847168,4.0,0.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0
1124747560,4.0,0.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0
1124747440,4.0,0.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,4.0,1.0,4.0,2.0,4.0
1123971352,4.0,0.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,6.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0
1128883072,4.0,0.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,3.0,4.0,3.0
1105188704,1.0,0.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,2.0,1.0,4.0,3.0,0.0,3.0,4.0,3.0,4.0,3.0,2.0
1124057272,4.0,0.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0
1126039656,4.0,0.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0
1128193760,4.0,0.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0
1105533360,1.0,0.0,2.0,2.0,4.0,1.0,4.0,2.0,4.0,3.0,2.0,1.0,4.0,3.0,0.0,3.0,4.0,3.0,4.0,3.0,2.0
1105188096,1.0,0.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,2.0,1.0,4.0,3.0,0.0,3.0,4.0,3.0,4.0,3.0,2.0
1125695736,4.0,0.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,6.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0
1127247056,4.0,0.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0
1124833480,4.0,0.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0
1124833728,4.0,0.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0
1105533240,1.0,0.0,2.0,2.0,4.0,1.0,4.0,2.0,4.0,3.0,2.0,1.0,4.0,3.0,0.0,3.0,4.0,3.0,4.0,3.0,2.0
1132329088,4.0,0.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0
1132071328,4.0,0.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,4.0,1.0,4.0,2.0,4.0
1128625192,4.0,0.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0
1105532752,1.0,0.0,2.0,2.0,4.0,1.0,4.0,2.0,4.0,3.0,2.0,1.0,4.0,3.0,0.0,3.0,4.0,3.0,4.0,3.0,2.0
1132071088,4.0,0.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0
1105532512,1.0,0.0,2.0,2.0,4.0,1.0,4.0,2.0,4.0,3.0,2.0,1.0,4.0,3.0,0.0,2.0,4.0,3.0,4.0,3.0,2.0
1125005080,4.0,0.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0
1105618552,1.0,0.0,2.0,2.0,4.0,1.0,4.0,2.0,4.0,3.0,2.0,1.0,4.0,3.0,0.0,3.0,4.0,3.0,4.0,3.0,2.0
1124834216,4.0,0.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0
1132329816,4.0,0.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0
1124833968,4.0,0.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0
1105619040,1.0,0.0,2.0,2.0,4.0,1.0,4.0,2.0,4.0,3.0,2.0,1.0,4.0,3.0,0.0,2.0,4.0,3.0,4.0,3.0,2.0
1128452376,4.0,0.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0
1132759784,4.0,0.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0
1125694272,4.0,0.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,6.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0
1125694392,4.0,0.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,6.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0
1125694512,4.0,0.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,6.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0
1105446592,1.0,0.0,2.0,2.0,4.0,1.0,4.0,2.0,4.0,3.0,2.0,1.0,4.0,3.0,0.0,3.0,4.0,3.0,4.0,3.0,2.0
1125694880,4.0,0.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,6.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0
1128366696,4.0,0.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0
1132760520,4.0,0.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0
1127246688,4.0,0.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0
1133622432,1.0,0.0,2.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,2.0,1.0,1.0,3.0,0.0,2.0,4.0,3.0,4.0,3.0,4.0
1127246320,4.0,0.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0
1133880800,1.0,0.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,0.0,4.0,3.0,4.0,3.0
1124489312,4.0,0.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,6.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0
1133881048,1.0,0.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,0.0,4.0,3.0,4.0,3.0
1129314872,4.0,0.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0
1133622800,1.0,0.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,1.0,1.0,3.0,0.0,3.0,4.0,3.0,4.0,3.0,2.0
1105015160,1.0,0.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,2.0,1.0,4.0,3.0,0.0,2.0,4.0,3.0,4.0,2.0,2.0
1133881288,1.0,0.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,0.0,4.0,3.0,4.0,3.0
1135173504,1.0,0.0,2.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,2.0,1.0,1.0,3.0,0.0,2.0,4.0,3.0,4.0,3.0,2.0
1135431024,1.0,0.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,0.0,4.0,3.0,4.0,3.0
1126298640,4.0,0.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0
1135172896,1.0,0.0,2.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,2.0,1.0,1.0,3.0,0.0,3.0,4.0,3.0,4.0,3.0,2.0
